x_meters,y_meters
-0.0014285385693964677,-0.0016071792085506176
0.052441234436693705,0.003269959346963166
0.10582130269491766,0.007506323558629004
0.15873225118647097,0.011130166877646765
0.21119466489254907,0.014169742755216309
0.2632291287943477,0.016653304642537503
0.31485622787306244,0.018609105990810212
0.36609654710988876,0.02006540025123431
0.41697067148602246,0.02105044087500966
0.4674991859826588,0.02159248131333612
0.5177026755809937,0.021719775017413567
0.5676017252622224,0.021460575438441865
0.6172169200075409,0.020843136027620873
0.6665688447981445,0.019895710236150468
0.7156780846152286,0.01864655151523051
0.7645652244399891,0.017123913316060852
0.8132508492536217,0.015356049089841395
0.8617555440373215,0.013371212287771966
0.9100998937722845,0.01119765636105246
0.9583044834397062,0.008863634760882727
1.006389898020782,0.006397400938462645
1.0543767224967076,0.0038272083449920552
1.1022855418486786,0.0011813104316708784
1.1501369410578903,-0.0015120393503010926
1.1979515051055394,-0.004224587549723949
1.24574981897282,-0.006928080715397812
1.2935524676409285,-0.009594265396122842
1.34138003609106,-0.01219488814069917
1.3892531093044103,-0.014701695497926928
1.4371922722621753,-0.01708643401660623
1.4852181099455508,-0.01932085024553724
1.533351207335731,-0.02137669073352006
1.5816121494139133,-0.02322570202935486
1.6300215211612918,-0.02483963068184176
1.6785999075590627,-0.026190223239780885
1.7273678935884222,-0.027249226251972358
1.7763460642305646,-0.02798838626721635
1.8255550044666862,-0.028379449834312943
1.8750152992779823,-0.028394163502062322
1.924746281455529,-0.02800627829134747
1.9747482793902986,-0.02721996695284762
2.0250068535959778,-0.02606304225586278
2.0755071766328963,-0.024563937994937314
2.126234421061385,-0.022751087964615717
2.1771737594417733,-0.02065292595944232
2.2283103643343924,-0.01829788577396154
2.2796294082995723,-0.015714401202717783
2.3311160638976425,-0.012930906040255482
2.382755503688933,-0.009975834081119007
2.434532900233775,-0.006877619119852818
2.4864334260924976,-0.003664694951001244
2.538442253825433,-0.0003654953691087054
2.5905445559929094,0.0029915458312803874
2.6427255051552563,0.006377994855621563
2.694970273872806,0.009765417909370508
2.747264034705887,0.013125381197982799
